225	ž	13	0.00000014
226	ļ	13	0.00000014
227	ә	13	0.00000014
228	▪	12	0.00000013
229	Õ	12	0.00000013
230	Қ	12	0.00000013
231	ē	12	0.00000013
232	·	11	0.00000012
233	ğ	11	0.00000012
234	ʼ	11	0.00000012
235	ă	11	0.00000012
236	±	10	0.00000011
237	Ş	10	0.00000011
238	ņ	10	0.00000011
239	¼	9	0.00000009
240	³	9	0.00000009
241	ӑ	9	0.00000009
242	ҳ	9	0.00000009
243	½	8	0.00000008
244	❌	8	0.00000008
245	Ī	8	0.00000008
246	α	8	0.00000008
247	ө	8	0.00000008
248	™	7	0.00000007
249	É	7	0.00000007
250	ҫ	7	0.00000007
251	‘	7	0.00000007
252	‒	6	0.00000006
253	∙	6	0.00000006
254	ӗ	6	0.00000006
255	˚	6	0.00000006
256	♦	5	0.00000005
257	ñ	5	0.00000005
258	✓	5	0.00000005
259	⁣	5	0.00000005
260	➡	5	0.00000005
261	β	5	0.00000005
262	η	5	0.00000005
263	λ	5	0.00000005
264	☼	5	0.00000005
265	❓	5	0.00000005
266	₂	4	0.00000004
267	Օ	4	0.00000004
268	⅓	4	0.00000004
269	⅔	4	0.00000004
270	å	4	0.00000004
271	Č	4	0.00000004
272	®	4	0.00000004
273	Ї	4	0.00000004
274	ĕ	4	0.00000004
275	ѣ	4	0.00000004
276	Ҫ	4	0.00000004
277	ł	4	0.00000004
278	à	4	0.00000004
279	Ç	4	0.00000004
280	≪	4	0.00000004
281	≫	4	0.00000004
282	§	3	0.00000003
283	¬	3	0.00000003
284	¥	3	0.00000003
285	⁃	3	0.00000003
286	⇨	3	0.00000003
287	Ø	3	0.00000003
288	ų	3	0.00000003
289	⁄	3	0.00000003
290	̈	3	0.00000003
291	Ґ	3	0.00000003
292	Ұ	3	0.00000003
293	✔	3	0.00000003
294	ø	3	0.00000003
295	ν	3	0.00000003
296	ķ	3	0.00000003
297	æ	3	0.00000003
298	⚠	3	0.00000003
299	❤	3	0.00000003
300	⠀	3	0.00000003
301	â	2	0.00000002
302	ś	2	0.00000002
303	î	2	0.00000002
304	¾	2	0.00000002
305	ӳ	2	0.00000002
306	₴	2	0.00000002
307	₸	2	0.00000002
308	≥	2	0.00000002
309	❄	2	0.00000002
310	一	2	0.00000002
311	ï	2	0.00000002
312	ș	2	0.00000002
313	ß	2	0.00000002
314	ý	2	0.00000002
315	Ž	2	0.00000002
316	ã	2	0.00000002
317	π	2	0.00000002
318	ί	2	0.00000002
319	ι	2	0.00000002
320	љ	2	0.00000002
321	ґ	2	0.00000002
322	Ҳ	2	0.00000002
323	Һ	2	0.00000002
324	Ә	2	0.00000002
325	Ө	2	0.00000002
326	Ⅹ	2	0.00000002
327	﻿	2	0.00000002
328	›	1	0.00000001
329	։	1	0.00000001
330	′	1	0.00000001
331	đ	1	0.00000001
332	Χ	1	0.00000001
333	Ó	1	0.00000001
334	Ĝ	1	0.00000001
335	ż	1	0.00000001
336	Í	1	0.00000001
337	ř	1	0.00000001
338	ń	1	0.00000001
339	Ѕ	1	0.00000001
340	č	1	0.00000001
341	Ņ	1	0.00000001
342	ģ	1	0.00000001
343	ê	1	0.00000001
344	ę	1	0.00000001
345	Æ	1	0.00000001
346	Ú	1	0.00000001
347	ú	1	0.00000001
348	Ģ	1	0.00000001
349	Ķ	1	0.00000001
350	Ř	1	0.00000001
351	Ś	1	0.00000001
352	Ż	1	0.00000001
353	ƒ	1	0.00000001
354	Δ	1	0.00000001
355	Ε	1	0.00000001
356	κ	1	0.00000001
357	ή	1	0.00000001
358	Λ	1	0.00000001
359	Ρ	1	0.00000001
360	δ	1	0.00000001
361	ο	1	0.00000001
362	φ	1	0.00000001
363	ω	1	0.00000001
364	Τ	1	0.00000001
365	ε	1	0.00000001
366	ό	1	0.00000001
367	ρ	1	0.00000001
368	σ	1	0.00000001
369	ѵ	1	0.00000001
370	օ	1	0.00000001
371	¸	1	0.00000001
372	һ	1	0.00000001
373	⏩	1	0.00000001
374	ÿ	1	0.00000001
375	⋅	1	0.00000001
376	Ү	1	0.00000001
377	Ӯ	1	0.00000001
378	Ԝ	1	0.00000001
379	ؘ	1	0.00000001
380	ὕ	1	0.00000001
381	⅙	1	0.00000001
382	⅛	1	0.00000001
383	Ⅷ	1	0.00000001
384	Ⅸ	1	0.00000001
385	⏱	1	0.00000001
386	⏳	1	0.00000001
387	⏸	1	0.00000001
388	▫	1	0.00000001
389	▸	1	0.00000001
390	◉	1	0.00000001
391	☀	1	0.00000001
392	☃	1	0.00000001
393	☑	1	0.00000001
394	☕	1	0.00000001
395	︎	1	0.00000001
396	☜	1	0.00000001
397	❶	1	0.00000001
398	☞	1	0.00000001
399	☝	1	0.00000001
400	♋	1	0.00000001
401	⚽	1	0.00000001
402	✌	1	0.00000001
403	✝	1	0.00000001
404	✨	1	0.00000001
405	❔	1	0.00000001
406	❕	1	0.00000001
407	❸	1	0.00000001
408	➢	1	0.00000001
409	⭐	1	0.00000001
410	ー	1	0.00000001
411		1	0.00000001
