556	ୂ	1
557	ଁ	1
558	ଶ	1
559	ଦ	1
560	ଧ	1
561	ଞ	1
562	ଳ	1
563	ខ	1
564	ឹ	1
565	ឌ	1
566	ឡ	1
567	អ	1
568	ណ	1
569	ោ	1
570	ះ	1
571	់	1
572	ភ	1
573	។	1
574	៊	1
575	៉	1
576	Ṣ	1
577	ẹ	1
578	ד	1
579	ऊ	1
580	ं	1
581	※	1
582	⁦	1
583	₴	1
584	℅	1
585	ℹ	1
586	⅝	1
587	≤	1
588	⏰	1
589	Й	1
590	Ц	1
591	╗	1
592	○	1
593	☀	1
594	☔	1
595	☢	1
596	♎	1
597	♐	1
598	♦	1
599	⚔	1
600	⚫	1
601	⚽	1
602	⛅	1
603	⛳	1
604	✂	1
605	✝	1
606	❗	1
607	⭐	1
608	・	1
609	冲	1
610	浪	1
611	冠	1
612	军	1
613	很	1
614	多	1
615	年	1
616	历	1
617	史	1
618	的	1
619	垃	1
620	圾	1
621	时	1
622	间	1
623	外	1
624	国	1
625	人	1
626	問	1
627	題	1
628	弱	1
629	推	1
630	し	1
631	の	1
632	日	1
633	本	1
634	酒	1
635	熱	1
636	赏	1
637	返	1
638	老	1
639	還	1
640	童	1
