152	ğ	43
153	™	39
154	Ü	37
155	−	34
156	茅	33
157	ì	33
158	₂	31
159	Ç	26
160	î	26
161	č	26
162	➡	24
163	⁠	23
164	ō	23
165	帽	21
166	✔	20
167	✰	20
168	❤	19
169	å	19
170	煤	19
171	š	19
172	Š	18
173	Ş	17
174	₡	17
175	ş	16
176	ȼ	16
177	±	15
178	▶	14
179	Î	14
180	Ò	14
181	е	13
182	і	13
183	ū	12
184	ă	12
185	ﬁ	12
186	а	12
187	ð	11
188	─	11
189	ù	11
190	﻿	11
191	▪	10
192	☀	10
193	➤	10
194	⚽	10
195	ł	10
196	ž	10
197	о	10
198	‎	10
199	~	9
200	‑	9
201	û	9
202	❌	8
203	½	8
204	μ	8
205	ę	8
206	ß	8
207	ý	8
208	ā	8
209	β	7
210	Ø	7
211	ē	7
212	⚠	7
213	ė	7
214	<	6
215		6
216	★	6
217	Ž	6
218	⭕	6
219	ń	6
220	✨	6
221	õ	6
222	æ	6
223	Å	6
224	˜	6
225	¼	5
226	̀	5
227	ņ	5
228	µ	5
229	⁣	5
230	⃣	5
231	聽	5
232	，	5
233	♦	4
234	⁃	4
235	→	4
236	✈	4
237	†	4
238	ś	4
239	˚	4
240	ầ	4
241	¾	4
242	⁦	4
243	❄	4
244	❗	4
245	¬	4
246	Č	4
247	ī	4
248	ě	4
249	ə	4
250	‬	4
251	Ÿ	4
252	⚡	4
253	｡	4
254	◕	4
255	ّ	3
256	➝	3
257	ģ	3
258	‼	3
259	⁩	3
260	✓	3
261	ー	3
262	卯	3
263	ș	3
264	γ	3
265	Ä	3
266	│	3
267	ř	3
268	α	3
269	⬇	3
270	：	3
271	‭	3
272	Ō	3
273	‐	3
274	✿	3
275	⭐	3
276	ʻ	2
277	¦	2
278	○	2
279	◦	2
280	⚖	2
281	⚫	2
282	✍	2
283	❑	2
284	ꟷ	2
285		2
286	‚	2
287	℃	2
288	đ	2
289	С	2
290	ů	2
291	ő	2
292	∼	2
293	œ	2
294	Ë	2
295	ľ	2
296	È	2
297	Ś	2
298	Р	2
299	ك	2
300	م	2
301	ر	2
302	ز	2
303	‪	2
304	№	2
305	②	2
306	▌	2
307	◆	2
308	☆	2
309	☕	2
310	♞	2
311	⛔	2
312	⛰	2
313	❣	2
314	➞	2
315	》	2
316	‿	2
317	§	1
318	⅔	1
319	̧	1
320	ʷ	1
321	ḥ	1
322	ʔ	1
323	Õ	1
324	ŕ	1
325	͂	1
326	Ё	1
327	‡	1
328	ţ	1
329	茫	1
330	禄	1
331	π	1
332	⁰	1
333	Ï	1
334	ﬂ	1
335	ǵ	1
336	 	1
337	¥	1
338	¹	1
339	Ô	1
340	Œ	1
341	Ā	1
342	İ	1
343	Ł	1
344	ź	1
345	ą	1
346	ƒ	1
347	ǫ	1
348	Δ	1
349	Λ	1
350	τ	1
351	О	1
352	л	1
353	ь	1
354	г	1
355	р	1
356	ш	1
357	н	1
358	и	1
359	к	1
360	أ	1
361	َ	1
362	ش	1
363	ْ	1
364	ق	1
365	ا	1
366	ء	1
367	ॐ	1
368	ṕ	1
369	‛	1
370	‹	1
371	›	1
372	⁵	1
373	℉	1
374	⅓	1
375	↘	1
376	↪	1
377	⇾	1
378	∽	1
379	≥	1
380	⌨	1
381	⏰	1
382	⑤	1
383	◀	1
384	◇	1
385	☑	1
386	☔	1
387	☛	1
388	☝	1
389	☞	1
390	☰	1
391	♀	1
392	♂	1
393	♚	1
394	♻	1
395	⛄	1
396	✂	1
397	✌	1
398	✏	1
399	✧	1
400	❀	1
401	Ⓜ	1
402	❎	1
403	❏	1
404	❓	1
405	❥	1
406	➖	1
407	一	1
408	脕	1
409	脫	1
410	芦	1
411	鈿	1
412	淐	1
413	鉁	1
414	匛	1
415	鉃	1
416	笍	1
417	驴	1
418		1
419		1
420	￼	1
