146	£	19	0.00000020
147	—	19	0.00000020
148	ã	19	0.00000020
149	¸	19	0.00000020
150	ي	19	0.00000020
151	▪	18	0.00000019
152	Š	17	0.00000018
153	š	17	0.00000018
154	ت	17	0.00000018
155	É	15	0.00000016
156	×	14	0.00000014
157	ـ	14	0.00000014
158	®	13	0.00000013
159	ع	13	0.00000013
160	³	12	0.00000012
161	ø	12	0.00000012
162	̂	12	0.00000012
163	ú	11	0.00000011
164	ș	11	0.00000011
165	ك	11	0.00000011
166	 	11	0.00000011
167	ι	11	0.00000011
168	™	10	0.00000010
169	د	10	0.00000010
170	ر	10	0.00000010
171	ه	9	0.00000009
172	ف	9	0.00000009
173	″	9	0.00000009
174	′	9	0.00000009
175	ب	9	0.00000009
176	ł	8	0.00000008
177	ē	8	0.00000008
178	۪	8	0.00000008
179	◊	7	0.00000007
180	ô	7	0.00000007
181	à	7	0.00000007
182	ž	7	0.00000007
183	Х	7	0.00000007
184	ٰ	7	0.00000007
185	❱	6	0.00000006
186	ō	6	0.00000006
187	ى	6	0.00000006
188	س	6	0.00000006
189	č	6	0.00000006
190	❗	6	0.00000006
191	ح	6	0.00000006
192	❙	6	0.00000006
193	<	5	0.00000005
194	✓	5	0.00000005
195	ʺ	5	0.00000005
196	›	5	0.00000005
197	ˆ	5	0.00000005
198	﴾	5	0.00000005
199	‎	5	0.00000005
200	❌	5	0.00000005
201		5	0.00000005
202	ę	4	0.00000004
203	ò	4	0.00000004
204	₂	4	0.00000004
205	Á	4	0.00000004
206	Û	4	0.00000004
207	أ	4	0.00000004
208	ق	4	0.00000004
209	ū	4	0.00000004
210	ā	4	0.00000004
211	ă	4	0.00000004
212	Î	4	0.00000004
213	ß	4	0.00000004
214	ج	4	0.00000004
215	ٓ	4	0.00000004
216	﴿	4	0.00000004
217	~	3	0.00000003
218	»	3	0.00000003
219	Ň	3	0.00000003
220	Ŭ	3	0.00000003
221	Ķ	3	0.00000003
222	М	3	0.00000003
223	ذ	3	0.00000003
224	➡	3	0.00000003
225	ï	3	0.00000003
226	æ	3	0.00000003
227	å	3	0.00000003
228	¥	3	0.00000003
229	ۙ	3	0.00000003
230	ص	3	0.00000003
231	ة	3	0.00000003
232	✔	3	0.00000003
233	﻿	3	0.00000003
234	§	2	0.00000002
235	œ	2	0.00000002
236	Т	2	0.00000002
237	ظ	2	0.00000002
238	ʼ	2	0.00000002
239	ķ	2	0.00000002
240	‐	2	0.00000002
241	́	2	0.00000002
242	ī	2	0.00000002
243	Č	2	0.00000002
244	ԁ	2	0.00000002
245	ĝ	2	0.00000002
246	‒	2	0.00000002
247	Ó	2	0.00000002
248	μ	2	0.00000002
249	Թ	2	0.00000002
250	ա	2	0.00000002
251	ط	2	0.00000002
252	ۜ	2	0.00000002
253	ً	2	0.00000002
254	⅓	2	0.00000002
255	✅	2	0.00000002
256	》	2	0.00000002
257	«	1	0.00000001
258	÷	1	0.00000001
259	℃	1	0.00000001
260	ė	1	0.00000001
261	屎	1	0.00000001
262	ṣ	1	0.00000001
263	ť	1	0.00000001
264	л	1	0.00000001
265	ń	1	0.00000001
266	Ġ	1	0.00000001
267	π	1	0.00000001
268	‑	1	0.00000001
269	ȃ	1	0.00000001
270	ậ	1	0.00000001
271	ù	1	0.00000001
272	￼	1	0.00000001
273	¬	1	0.00000001
274	µ	1	0.00000001
275	¼	1	0.00000001
276	½	1	0.00000001
277	¾	1	0.00000001
278	Ñ	1	0.00000001
279	Ø	1	0.00000001
280	Ý	1	0.00000001
281	Đ	1	0.00000001
282	ŏ	1	0.00000001
283	Ū	1	0.00000001
284	Ž	1	0.00000001
285	Ə	1	0.00000001
286	Α	1	0.00000001
287	ά	1	0.00000001
288	σ	1	0.00000001
289	ε	1	0.00000001
290	α	1	0.00000001
291	Ε	1	0.00000001
292	β	1	0.00000001
293	ρ	1	0.00000001
294	ο	1	0.00000001
295	ς	1	0.00000001
296	θ	1	0.00000001
297	р	1	0.00000001
298	и	1	0.00000001
299	ц	1	0.00000001
300	О	1	0.00000001
301	у	1	0.00000001
302	մ	1	0.00000001
303	ր	1	0.00000001
304	ש	1	0.00000001
305	ְ	1	0.00000001
306	ׁ	1	0.00000001
307	מ	1	0.00000001
308	ו	1	0.00000001
309	ּ	1	0.00000001
310	א	1	0.00000001
311	ֵ	1	0.00000001
312	ל	1	0.00000001
313	ش	1	0.00000001
314	۬	1	0.00000001
315	ز	1	0.00000001
316	ض	1	0.00000001
317	ٍ	1	0.00000001
318	٢	1	0.00000001
319	خ	1	0.00000001
320	ۚ	1	0.00000001
321	ٌ	1	0.00000001
322	٤	1	0.00000001
323	ؤ	1	0.00000001
324	‼	1	0.00000001
325	∞	1	0.00000001
326	≈	1	0.00000001
327	⏱	1	0.00000001
328	♾	1	0.00000001
329	⛔	1	0.00000001
330	❓	1	0.00000001
331	⤵	1	0.00000001
332		1	0.00000001
