289	ở	2
290	Í	2
291	¡	2
292	π	2
293	→	2
294	✊	2
295	❄	2
296	⃣	2
297	Ḥ	2
298	Р	2
299	ђ	2
300	Ў	2
301	Ñ	2
302	̨	2
303	ǫ	2
304	ﬁ	2
305	⋅	2
306	Ë	2
307	⸱	2
308	ﬀ	2
309	⁰	2
310	﻿	2
311	Ľ	2
312	̸	2
313	μ	2
314	м	2
315	п	2
316	⚡	2
317	⭐	2
318	万	2
319	両	2
320	ᣴ	1
321	ḍ	1
322	ż	1
323	ķ	1
324	Ē	1
325	Ā	1
326	⁣	1
327	ố	1
328	ṅ	1
329	ț	1
330	ồ	1
331	Ɣ	1
332	ũ	1
333	ễ	1
334	Ù	1
335	،	1
336	̛	1
337	ế	1
338	・	1
339	ǒ	1
340	⤵	1
341	ﬃ	1
342	ɔ	1
343	》	1
344	Ý	1
345	¥	1
346	‡	1
347	Ć	1
348	ď	1
349	Đ	1
350	ậ	1
351	Ĺ	1
352	ŕ	1
353	Ī	1
354	Ż	1
355	Ș	1
356	ɲ	1
357	Δ	1
358	β	1
359	Ѕ	1
360	В	1
361	З	1
362	у	1
363	Н	1
364	П	1
365	т	1
366	х	1
367	ж	1
368	д	1
369	б	1
370	أ	1
371	ش	1
372	ؤ	1
373	ى	1
374	د	1
375	آ	1
376	ص	1
377	ض	1
378	ᓄ	1
379	ᓈ	1
380	ᐱ	1
381	ᒐ	1
382	 	1
383	‏	1
384	⁃	1
385	⅔	1
386	⅕	1
387	⅖	1
388	↔	1
389	≈	1
390	⌚	1
391	⌛	1
392	⏰	1
393	⏲	1
394	⏳	1
395	┬	1
396	╗	1
397	▫	1
398	◆	1
399	◦	1
400	☄	1
401	⚖	1
402	⚫	1
403	⚽	1
404	✅	1
405	✏	1
406	❖	1
407	❤	1
408	➤	1
409	⬇	1
410	フ	1
411	ブ	1
412	キ	1
413	ツ	1
414	ネ	1
415	千	1
416	走	1
417	线	1
418		1
